85.158,127.936,0.000
81.326,133.380,1.000
88.110,129.692,2.000
85.393,131.613,3.000
82.600,123.028,4.000
75.400,128.230,5.000
80.635,124.847,6.000
89.835,128.249,7.000
85.987,128.630,8.000
79.284,357.964,9.000
88.482,131.230,10.000
79.427,131.297,11.000
89.771,133.691,12.000
86.589,321.989,13.000
89.907,130.247,14.000
87.774,316.159,15.000
84.034,128.218,16.000
85.208,321.958,17.000
70.308,328.482,18.000
74.332,335.618,19.000
76.615,337.089,20.000
88.050,124.782,21.000
84.149,133.673,22.000
82.780,129.339,23.000
82.505,131.032,24.000
81.194,133.237,25.000
77.618,129.807,26.000
74.803,330.748,27.000
82.693,343.300,28.000
81.717,128.265,29.000
89.772,130.082,30.000
67.045,329.132,31.000
88.589,126.993,32.000
89.930,317.275,33.000
79.112,337.036,34.000
86.382,123.905,35.000
79.930,122.801,36.000
87.741,126.727,37.000
81.009,125.636,38.000
77.201,342.648,39.000
85.223,331.056,40.000
86.016,127.762,41.000
88.381,129.013,42.000
88.851,131.609,43.000
87.931,132.232,44.000
86.002,122.046,45.000
74.498,116.384,46.000
87.616,326.410,47.000
76.028,359.256,48.000
84.217,127.187,49.000
73.604,356.957,50.000
73.140,344.434,51.000
85.422,0.397,52.000
83.015,4.243,53.000
77.086,346.765,54.000
77.255,15.245,55.000
81.426,339.304,56.000
69.237,349.079,57.000
68.695,0.046,58.000
84.141,358.453,59.000
81.129,353.785,60.000
75.904,354.838,61.000
85.961,12.125,62.000
70.887,5.867,63.000
81.262,12.124,64.000
80.649,349.719,65.000
89.817,342.501,66.000
72.705,43.069,67.000
83.495,4.209,68.000
68.431,21.551,69.000
44.105,229.051,70.000
65.763,5.340,71.000
86.536,11.838,72.000
60.412,21.305,73.000
74.932,34.849,74.000
85.789,53.540,75.000
73.048,26.067,76.000
69.410,32.663,77.000
43.903,209.486,78.000
58.851,33.763,79.000
81.248,48.207,80.000
45.125,210.637,81.000
68.461,31.927,82.000
65.728,14.951,83.000
76.095,20.119,84.000
65.849,23.887,85.000
52.774,17.590,86.000
66.553,19.933,87.000
70.311,20.796,88.000
80.349,11.230,89.000
65.303,16.540,90.000
12.521,190.130,91.000
39.666,173.398,92.000
31.539,184.838,93.000
63.940,8.205,94.000
67.835,341.005,95.000
47.479,13.175,96.000
70.129,352.036,97.000
37.008,184.872,98.000
39.653,184.436,99.000
39.530,195.984,100.000
49.055,351.865,101.000
72.350,359.377,102.000
49.581,8.582,103.000
35.234,194.237,104.000
47.518,14.100,105.000
30.269,171.771,106.000
28.919,188.739,107.000
38.959,207.116,108.000
62.173,351.752,109.000
36.668,203.303,110.000
50.913,355.912,111.000
78.814,350.090,112.000
70.296,6.370,113.000
63.272,0.056,114.000
55.896,332.138,115.000
41.151,198.502,116.000
50.196,11.351,117.000
53.320,13.733,118.000
65.500,350.217,119.000
35.398,190.530,120.000
47.589,146.352,121.000
49.009,9.398,122.000
61.749,334.760,123.000
26.521,227.625,124.000
46.860,206.210,125.000
58.958,20.147,126.000
83.096,28.044,127.000
60.746,54.877,128.000
76.855,71.729,129.000
56.691,32.080,130.000
86.962,36.618,131.000
71.388,58.972,132.000
69.524,17.144,133.000
54.220,37.269,134.000
52.835,52.332,135.000
83.955,60.481,136.000
69.751,26.886,137.000
45.142,18.478,138.000
56.342,27.121,139.000
28.498,195.608,140.000
70.872,34.864,141.000
59.466,55.772,142.000
43.876,43.336,143.000
86.609,50.982,144.000
80.163,16.794,145.000
67.279,48.343,146.000
73.341,353.585,147.000
59.425,349.593,148.000
80.663,7.135,149.000
86.248,3.215,150.000
87.786,355.988,151.000
73.692,347.941,152.000
84.677,1.312,153.000
61.984,5.919,154.000
75.206,334.511,155.000
83.180,7.449,156.000
81.150,2.766,157.000
88.394,353.854,158.000
59.590,27.156,159.000
62.254,28.525,160.000
62.381,0.296,161.000
64.613,11.205,162.000
